sample_id,metabolite,value,Age,Genotype,Treatment
45_Young_Liver_12a,Glutamine,1865179832.0,Young,Wild-type,[U-13C]Lactate
46_Young_Liver_12b,Glutamine,1835671326.0,Young,Wild-type,[U-13C]Lactate
47_Young_Liver_12c,Glutamine,1671530746.0,Young,Wild-type,[U-13C]Lactate
49_Young_Liver_13a,Glutamine,1411475869.0,Young,Wild-type,[U-13C]Lactate
50_Young_Liver_13b,Glutamine,1598635565.0,Young,Wild-type,[U-13C]Lactate
51_Young_Liver_13c,Glutamine,1584080216.0,Young,Wild-type,[U-13C]Lactate
53_Young_Liver_14a,Glutamine,1898228812.0,Young,SIRT6-tg,[U-13C]Lactate
54_Young_Liver_14b,Glutamine,2075386019.0,Young,SIRT6-tg,[U-13C]Lactate
55_Young_Liver_14c,Glutamine,2043196295.0,Young,SIRT6-tg,[U-13C]Lactate
57_Young_Liver_15a,Glutamine,1676264045.0,Young,SIRT6-tg,[U-13C]Lactate
58_Young_Liver_15b,Glutamine,1997120107.0,Young,SIRT6-tg,[U-13C]Lactate
59_Young_Liver_15c,Glutamine,1869122065.0,Young,SIRT6-tg,[U-13C]Lactate
61_Young_Liver_16a,Glutamine,2300051289.0,Young,SIRT6-tg,[U-13C]Lactate
62_Young_Liver_16b,Glutamine,2500962669.0,Young,SIRT6-tg,[U-13C]Lactate
63_Young_Liver_16c,Glutamine,2534239081.0,Young,SIRT6-tg,[U-13C]Lactate
65_Young_Liver_17a,Glutamine,1283844198.0,Young,SIRT6-tg,[U-13C]Lactate
66_Young_Liver_17b,Glutamine,1272608408.0,Young,SIRT6-tg,[U-13C]Lactate
67_Young_Liver_17c,Glutamine,1244993748.0,Young,SIRT6-tg,[U-13C]Lactate
69_Young_Liver_18a,Glutamine,1949464325.0,Young,SIRT6-tg,[U-13C]Lactate
70_Young_Liver_18b,Glutamine,2019855349.0,Young,SIRT6-tg,[U-13C]Lactate
71_Young_Liver_18c,Glutamine,1833325934.0,Young,SIRT6-tg,[U-13C]Lactate
73_Young_Liver_19a,Glutamine,1909340163.0,Young,Wild-type,[U-13C]Lactate
74_Young_Liver_19b,Glutamine,2063100955.0,Young,Wild-type,[U-13C]Lactate
75_Young_Liver_19c,Glutamine,1772435448.0,Young,Wild-type,[U-13C]Lactate
77_Young_Liver_20a,Glutamine,1789540646.0,Young,Wild-type,[U-13C]Lactate
78_Young_Liver_20b,Glutamine,1577707375.0,Young,Wild-type,[U-13C]Lactate
79_Young_Liver_20c,Glutamine,2018827601.0,Young,Wild-type,[U-13C]Lactate
81_Old_Liver_21a,Glutamine,4260171312.0,Old,SIRT6-tg,N/A
82_Old_Liver_21b,Glutamine,4226516952.0,Old,SIRT6-tg,N/A
83_Old_Liver_21c,Glutamine,4547652376.0,Old,SIRT6-tg,N/A
84_Old_Liver_22a,Glutamine,4286292229.0,Old,Wild-type,N/A
85_Old_Liver_22b,Glutamine,4209599549.0,Old,Wild-type,N/A
86_Old_Liver_22c,Glutamine,5083218129.0,Old,Wild-type,N/A
87_Old_Liver_23a,Glutamine,2803229028.0,Old,SIRT6-tg,N/A
88_Old_Liver_23b,Glutamine,4122435870.0,Old,SIRT6-tg,N/A
89_Old_Liver_23c,Glutamine,3894924001.0,Old,SIRT6-tg,N/A
90_Old_Liver_24a,Glutamine,3080879492.0,Old,Wild-type,N/A
91_Old_Liver_24b,Glutamine,3625591663.0,Old,Wild-type,N/A
92_Old_Liver_24c,Glutamine,3047929538.0,Old,Wild-type,N/A
93_Old_Liver_25a,Glutamine,4505123163.0,Old,SIRT6-tg,N/A
94_Old_Liver_25b,Glutamine,4715833229.0,Old,SIRT6-tg,N/A
95_Old_Liver_25c,Glutamine,4940579295.0,Old,SIRT6-tg,N/A
96_Old_Liver_26a,Glutamine,3355605885.0,Old,Wild-type,N/A
97_Old_Liver_26b,Glutamine,3981896629.0,Old,Wild-type,N/A
98_Old_Liver_26c,Glutamine,2956969928.0,Old,Wild-type,N/A
99_Old_Liver_27a,Glutamine,3510295717.0,Old,Wild-type,N/A
100_Old_Liver_27b,Glutamine,3620826615.0,Old,Wild-type,N/A
101_Old_Liver_27c,Glutamine,3941681902.0,Old,Wild-type,N/A
102_Old_Liver_28a,Glutamine,3127198912.0,Old,SIRT6-tg,N/A
103_Old_Liver_28b,Glutamine,3251954643.0,Old,SIRT6-tg,N/A
104_Old_Liver_28c,Glutamine,3097933455.0,Old,SIRT6-tg,N/A
105_Old_Liver_29a,Glutamine,5040019915.0,Old,Wild-type,N/A
106_Old_Liver_29b,Glutamine,4486593217.0,Old,Wild-type,N/A
107_Old_Liver_29c,Glutamine,5260624038.0,Old,Wild-type,N/A
108_Old_Liver_30a,Glutamine,3235684324.0,Old,SIRT6-tg,N/A
109_Old_Liver_30b,Glutamine,3700927448.0,Old,SIRT6-tg,N/A
110_Old_Liver_30c,Glutamine,3190491347.0,Old,SIRT6-tg,N/A
111_Old_Liver_31a,Glutamine,2131925344.0,Old,SIRT6-tg,[U-13C]Lactate
112_Old_Liver_31b,Glutamine,1725058033.0,Old,SIRT6-tg,[U-13C]Lactate
113_Old_Liver_31c,Glutamine,1693841608.0,Old,SIRT6-tg,[U-13C]Lactate
114_Old_Liver_32a,Glutamine,1999077579.0,Old,Wild-type,[U-13C]Lactate
115_Old_Liver_32b,Glutamine,1816121164.0,Old,Wild-type,[U-13C]Lactate
116_Old_Liver_32c,Glutamine,1888380571.0,Old,Wild-type,[U-13C]Lactate
117_Old_Liver_33a,Glutamine,1694665062.0,Old,Wild-type,[U-13C]Lactate
118_Old_Liver_33b,Glutamine,1792889313.0,Old,Wild-type,[U-13C]Lactate
119_Old_Liver_33c,Glutamine,1885754046.0,Old,Wild-type,[U-13C]Lactate
120_Old_Liver_34a,Glutamine,1829921834.0,Old,SIRT6-tg,[U-13C]Lactate
121_Old_Liver_34b,Glutamine,1831683949.0,Old,SIRT6-tg,[U-13C]Lactate
122_Old_Liver_34c,Glutamine,1662817017.0,Old,SIRT6-tg,[U-13C]Lactate
123_Old_Liver_35a,Glutamine,2225757997.0,Old,SIRT6-tg,[U-13C]Lactate
124_Old_Liver_35b,Glutamine,2268740403.0,Old,SIRT6-tg,[U-13C]Lactate
125_Old_Liver_35c,Glutamine,1933331847.0,Old,SIRT6-tg,[U-13C]Lactate
126_Old_Liver_36a,Glutamine,1796367504.0,Old,Wild-type,[U-13C]Lactate
127_Old_Liver_36b,Glutamine,1769260339.0,Old,Wild-type,[U-13C]Lactate
128_Old_Liver_36c,Glutamine,1933922652.0,Old,Wild-type,[U-13C]Lactate
129_Old_Liver_37a,Glutamine,1427488759.0,Old,SIRT6-tg,[U-13C]Lactate
130_Old_Liver_37b,Glutamine,1479324553.0,Old,SIRT6-tg,[U-13C]Lactate
131_Old_Liver_37c,Glutamine,1430624142.0,Old,SIRT6-tg,[U-13C]Lactate
132_Old_Liver_38a,Glutamine,2009167174.0,Old,Wild-type,[U-13C]Lactate
133_Old_Liver_38b,Glutamine,1916260142.0,Old,Wild-type,[U-13C]Lactate
134_Old_Liver_38c,Glutamine,1518750550.0,Old,Wild-type,[U-13C]Lactate
135_Old_Liver_39a,Glutamine,2299717820.0,Old,SIRT6-tg,[U-13C]Lactate
136_Old_Liver_39b,Glutamine,1772944144.0,Old,SIRT6-tg,[U-13C]Lactate
137_Old_Liver_39c,Glutamine,1815950472.0,Old,SIRT6-tg,[U-13C]Lactate
138_Old_Liver_40a,Glutamine,1592001070.0,Old,Wild-type,[U-13C]Lactate
139_Old_Liver_40b,Glutamine,1851232911.0,Old,Wild-type,[U-13C]Lactate
140_Old_Liver_40c,Glutamine,1534919203.0,Old,Wild-type,[U-13C]Lactate
01_Young_Liver_1a,Glutamine +1,210164775.1,Young,SIRT6-tg,N/A
02_Young_Liver_1b,Glutamine +1,208056773.5,Young,SIRT6-tg,N/A
03_Young_Liver_1c,Glutamine +1,174774562.0,Young,SIRT6-tg,N/A
05_Young_Liver_2a,Glutamine +1,188003631.7,Young,SIRT6-tg,N/A
06_Young_Liver_2b,Glutamine +1,167611363.9,Young,SIRT6-tg,N/A
07_Young_Liver_2c,Glutamine +1,220113280.6,Young,SIRT6-tg,N/A
09_Young_Liver_3a,Glutamine +1,231236068.0,Young,Wild-type,N/A
10_Young_Liver_3b,Glutamine +1,209531851.6,Young,Wild-type,N/A
11_Young_Liver_3c,Glutamine +1,235235302.3,Young,Wild-type,N/A
13_Young_Liver_4a,Glutamine +1,250865172.3,Young,SIRT6-tg,N/A
14_Young_Liver_4b,Glutamine +1,210727867.4,Young,SIRT6-tg,N/A
15_Young_Liver_4c,Glutamine +1,265812677.9,Young,SIRT6-tg,N/A
17_Young_Liver_5a,Glutamine +1,241082317.5,Young,Wild-type,N/A
18_Young_Liver_5b,Glutamine +1,233073719.8,Young,Wild-type,N/A
19_Young_Liver_5c,Glutamine +1,219557006.1,Young,Wild-type,N/A
21_Young_Liver_6a,Glutamine +1,234612113.8,Young,Wild-type,N/A
22_Young_Liver_6b,Glutamine +1,227736425.2,Young,Wild-type,N/A
23_Young_Liver_6c,Glutamine +1,214482455.8,Young,Wild-type,N/A
25_Young_Liver_7a,Glutamine +1,226544833.8,Young,Wild-type,N/A
26_Young_Liver_7b,Glutamine +1,246605373.8,Young,Wild-type,N/A
27_Young_Liver_7c,Glutamine +1,195362332.1,Young,Wild-type,N/A
29_Young_Liver_8a,Glutamine +1,205258181.6,Young,Wild-type,N/A
30_Young_Liver_8b,Glutamine +1,192736915.3,Young,Wild-type,N/A
31_Young_Liver_8c,Glutamine +1,194725229.2,Young,Wild-type,N/A
33_Young_Liver_9a,Glutamine +1,218263761.5,Young,SIRT6-tg,N/A
34_Young_Liver_9b,Glutamine +1,193173426.9,Young,SIRT6-tg,N/A
37_Young_Liver_10a,Glutamine +1,175368373.5,Young,SIRT6-tg,N/A
38_Young_Liver_10b,Glutamine +1,196626776.8,Young,SIRT6-tg,N/A
39_Young_Liver_10c,Glutamine +1,215736533.0,Young,SIRT6-tg,N/A
41_Young_Liver_11a,Glutamine +1,258414161.3,Young,Wild-type,[U-13C]Lactate
42_Young_Liver_11b,Glutamine +1,285014128.2,Young,Wild-type,[U-13C]Lactate
43_Young_Liver_11c,Glutamine +1,134356644.3,Young,Wild-type,[U-13C]Lactate
45_Young_Liver_12a,Glutamine +1,304530596.9,Young,Wild-type,[U-13C]Lactate
46_Young_Liver_12b,Glutamine +1,300883415.0,Young,Wild-type,[U-13C]Lactate
47_Young_Liver_12c,Glutamine +1,266377083.6,Young,Wild-type,[U-13C]Lactate
49_Young_Liver_13a,Glutamine +1,233649886.4,Young,Wild-type,[U-13C]Lactate
50_Young_Liver_13b,Glutamine +1,261373987.6,Young,Wild-type,[U-13C]Lactate
51_Young_Liver_13c,Glutamine +1,253787810.0,Young,Wild-type,[U-13C]Lactate
53_Young_Liver_14a,Glutamine +1,327131503.2,Young,SIRT6-tg,[U-13C]Lactate
54_Young_Liver_14b,Glutamine +1,359160065.3,Young,SIRT6-tg,[U-13C]Lactate
55_Young_Liver_14c,Glutamine +1,352846239.1,Young,SIRT6-tg,[U-13C]Lactate
57_Young_Liver_15a,Glutamine +1,320687488.6,Young,SIRT6-tg,[U-13C]Lactate
58_Young_Liver_15b,Glutamine +1,376271425.5,Young,SIRT6-tg,[U-13C]Lactate
59_Young_Liver_15c,Glutamine +1,343047358.4,Young,SIRT6-tg,[U-13C]Lactate
61_Young_Liver_16a,Glutamine +1,320300447.0,Young,SIRT6-tg,[U-13C]Lactate
62_Young_Liver_16b,Glutamine +1,359972051.7,Young,SIRT6-tg,[U-13C]Lactate
63_Young_Liver_16c,Glutamine +1,363659309.7,Young,SIRT6-tg,[U-13C]Lactate
65_Young_Liver_17a,Glutamine +1,204186645.3,Young,SIRT6-tg,[U-13C]Lactate
66_Young_Liver_17b,Glutamine +1,199088102.7,Young,SIRT6-tg,[U-13C]Lactate
67_Young_Liver_17c,Glutamine +1,198827425.9,Young,SIRT6-tg,[U-13C]Lactate
69_Young_Liver_18a,Glutamine +1,325666671.5,Young,SIRT6-tg,[U-13C]Lactate
70_Young_Liver_18b,Glutamine +1,335473631.0,Young,SIRT6-tg,[U-13C]Lactate
71_Young_Liver_18c,Glutamine +1,301268022.3,Young,SIRT6-tg,[U-13C]Lactate
73_Young_Liver_19a,Glutamine +1,390835989.5,Young,Wild-type,[U-13C]Lactate
74_Young_Liver_19b,Glutamine +1,404151938.0,Young,Wild-type,[U-13C]Lactate
75_Young_Liver_19c,Glutamine +1,331395339.6,Young,Wild-type,[U-13C]Lactate
77_Young_Liver_20a,Glutamine +1,350989557.4,Young,Wild-type,[U-13C]Lactate
78_Young_Liver_20b,Glutamine +1,309204487.0,Young,Wild-type,[U-13C]Lactate
79_Young_Liver_20c,Glutamine +1,397541285.5,Young,Wild-type,[U-13C]Lactate
81_Old_Liver_21a,Glutamine +1,228208270.6,Old,SIRT6-tg,N/A
82_Old_Liver_21b,Glutamine +1,229481901.3,Old,SIRT6-tg,N/A
83_Old_Liver_21c,Glutamine +1,244978427.9,Old,SIRT6-tg,N/A
84_Old_Liver_22a,Glutamine +1,233110215.8,Old,Wild-type,N/A
85_Old_Liver_22b,Glutamine +1,227431477.3,Old,Wild-type,N/A
86_Old_Liver_22c,Glutamine +1,274749639.3,Old,Wild-type,N/A
87_Old_Liver_23a,Glutamine +1,150399050.2,Old,SIRT6-tg,N/A
88_Old_Liver_23b,Glutamine +1,221810508.6,Old,SIRT6-tg,N/A
89_Old_Liver_23c,Glutamine +1,207452239.9,Old,SIRT6-tg,N/A
90_Old_Liver_24a,Glutamine +1,167110627.9,Old,Wild-type,N/A
91_Old_Liver_24b,Glutamine +1,193952127.5,Old,Wild-type,N/A
92_Old_Liver_24c,Glutamine +1,165532992.4,Old,Wild-type,N/A
93_Old_Liver_25a,Glutamine +1,247848882.7,Old,SIRT6-tg,N/A
94_Old_Liver_25b,Glutamine +1,254821310.8,Old,SIRT6-tg,N/A
95_Old_Liver_25c,Glutamine +1,265399291.5,Old,SIRT6-tg,N/A
96_Old_Liver_26a,Glutamine +1,178269076.6,Old,Wild-type,N/A
97_Old_Liver_26b,Glutamine +1,207905159.8,Old,Wild-type,N/A
98_Old_Liver_26c,Glutamine +1,157376560.1,Old,Wild-type,N/A
99_Old_Liver_27a,Glutamine +1,186123917.3,Old,Wild-type,N/A
100_Old_Liver_27b,Glutamine +1,193128452.8,Old,Wild-type,N/A
101_Old_Liver_27c,Glutamine +1,211414113.2,Old,Wild-type,N/A
102_Old_Liver_28a,Glutamine +1,171153753.2,Old,SIRT6-tg,N/A
103_Old_Liver_28b,Glutamine +1,178522131.6,Old,SIRT6-tg,N/A
104_Old_Liver_28c,Glutamine +1,161956892.6,Old,SIRT6-tg,N/A
105_Old_Liver_29a,Glutamine +1,270318616.1,Old,Wild-type,N/A
106_Old_Liver_29b,Glutamine +1,238678371.0,Old,Wild-type,N/A
107_Old_Liver_29c,Glutamine +1,281989819.2,Old,Wild-type,N/A
108_Old_Liver_30a,Glutamine +1,173250198.0,Old,SIRT6-tg,N/A
109_Old_Liver_30b,Glutamine +1,204637504.4,Old,SIRT6-tg,N/A
110_Old_Liver_30c,Glutamine +1,173773576.0,Old,SIRT6-tg,N/A
111_Old_Liver_31a,Glutamine +1,291641659.3,Old,SIRT6-tg,[U-13C]Lactate
112_Old_Liver_31b,Glutamine +1,234569877.1,Old,SIRT6-tg,[U-13C]Lactate
113_Old_Liver_31c,Glutamine +1,222227461.3,Old,SIRT6-tg,[U-13C]Lactate
114_Old_Liver_32a,Glutamine +1,280070928.2,Old,Wild-type,[U-13C]Lactate
115_Old_Liver_32b,Glutamine +1,261602402.2,Old,Wild-type,[U-13C]Lactate
116_Old_Liver_32c,Glutamine +1,266614739.7,Old,Wild-type,[U-13C]Lactate
117_Old_Liver_33a,Glutamine +1,255432671.6,Old,Wild-type,[U-13C]Lactate
118_Old_Liver_33b,Glutamine +1,280405199.7,Old,Wild-type,[U-13C]Lactate
119_Old_Liver_33c,Glutamine +1,290923305.0,Old,Wild-type,[U-13C]Lactate
120_Old_Liver_34a,Glutamine +1,334510758.6,Old,SIRT6-tg,[U-13C]Lactate
121_Old_Liver_34b,Glutamine +1,317287395.0,Old,SIRT6-tg,[U-13C]Lactate
122_Old_Liver_34c,Glutamine +1,284074608.9,Old,SIRT6-tg,[U-13C]Lactate
123_Old_Liver_35a,Glutamine +1,396175329.1,Old,SIRT6-tg,[U-13C]Lactate
124_Old_Liver_35b,Glutamine +1,415140308.1,Old,SIRT6-tg,[U-13C]Lactate
125_Old_Liver_35c,Glutamine +1,348243546.1,Old,SIRT6-tg,[U-13C]Lactate
126_Old_Liver_36a,Glutamine +1,291828606.5,Old,Wild-type,[U-13C]Lactate
127_Old_Liver_36b,Glutamine +1,291678865.4,Old,Wild-type,[U-13C]Lactate
128_Old_Liver_36c,Glutamine +1,334763126.9,Old,Wild-type,[U-13C]Lactate
129_Old_Liver_37a,Glutamine +1,223156789.1,Old,SIRT6-tg,[U-13C]Lactate
130_Old_Liver_37b,Glutamine +1,236264128.2,Old,SIRT6-tg,[U-13C]Lactate
131_Old_Liver_37c,Glutamine +1,225612080.4,Old,SIRT6-tg,[U-13C]Lactate
132_Old_Liver_38a,Glutamine +1,172624261.0,Old,Wild-type,[U-13C]Lactate
133_Old_Liver_38b,Glutamine +1,163805097.7,Old,Wild-type,[U-13C]Lactate
134_Old_Liver_38c,Glutamine +1,121003730.6,Old,Wild-type,[U-13C]Lactate
135_Old_Liver_39a,Glutamine +1,317670029.1,Old,SIRT6-tg,[U-13C]Lactate
136_Old_Liver_39b,Glutamine +1,247774953.0,Old,SIRT6-tg,[U-13C]Lactate
137_Old_Liver_39c,Glutamine +1,246255795.3,Old,SIRT6-tg,[U-13C]Lactate
138_Old_Liver_40a,Glutamine +1,271907585.8,Old,Wild-type,[U-13C]Lactate
139_Old_Liver_40b,Glutamine +1,315957074.9,Old,Wild-type,[U-13C]Lactate
140_Old_Liver_40c,Glutamine +1,264092526.4,Old,Wild-type,[U-13C]Lactate
01_Young_Liver_1a,Glutamine +2,0.0,Young,SIRT6-tg,N/A
02_Young_Liver_1b,Glutamine +2,0.0,Young,SIRT6-tg,N/A
03_Young_Liver_1c,Glutamine +2,0.0,Young,SIRT6-tg,N/A
05_Young_Liver_2a,Glutamine +2,0.0,Young,SIRT6-tg,N/A
06_Young_Liver_2b,Glutamine +2,0.0,Young,SIRT6-tg,N/A
07_Young_Liver_2c,Glutamine +2,0.0,Young,SIRT6-tg,N/A
09_Young_Liver_3a,Glutamine +2,0.0,Young,Wild-type,N/A
10_Young_Liver_3b,Glutamine +2,0.0,Young,Wild-type,N/A
11_Young_Liver_3c,Glutamine +2,0.0,Young,Wild-type,N/A
13_Young_Liver_4a,Glutamine +2,0.0,Young,SIRT6-tg,N/A
14_Young_Liver_4b,Glutamine +2,0.0,Young,SIRT6-tg,N/A
15_Young_Liver_4c,Glutamine +2,0.0,Young,SIRT6-tg,N/A
17_Young_Liver_5a,Glutamine +2,0.0,Young,Wild-type,N/A
18_Young_Liver_5b,Glutamine +2,0.0,Young,Wild-type,N/A
19_Young_Liver_5c,Glutamine +2,0.0,Young,Wild-type,N/A
21_Young_Liver_6a,Glutamine +2,0.0,Young,Wild-type,N/A
22_Young_Liver_6b,Glutamine +2,0.0,Young,Wild-type,N/A
23_Young_Liver_6c,Glutamine +2,0.0,Young,Wild-type,N/A
25_Young_Liver_7a,Glutamine +2,0.0,Young,Wild-type,N/A
26_Young_Liver_7b,Glutamine +2,0.0,Young,Wild-type,N/A
27_Young_Liver_7c,Glutamine +2,0.0,Young,Wild-type,N/A
29_Young_Liver_8a,Glutamine +2,0.0,Young,Wild-type,N/A
30_Young_Liver_8b,Glutamine +2,0.0,Young,Wild-type,N/A
31_Young_Liver_8c,Glutamine +2,0.0,Young,Wild-type,N/A
33_Young_Liver_9a,Glutamine +2,0.0,Young,SIRT6-tg,N/A
34_Young_Liver_9b,Glutamine +2,0.0,Young,SIRT6-tg,N/A
37_Young_Liver_10a,Glutamine +2,0.0,Young,SIRT6-tg,N/A
38_Young_Liver_10b,Glutamine +2,0.0,Young,SIRT6-tg,N/A
39_Young_Liver_10c,Glutamine +2,0.0,Young,SIRT6-tg,N/A
41_Young_Liver_11a,Glutamine +2,412694630.4,Young,Wild-type,[U-13C]Lactate
42_Young_Liver_11b,Glutamine +2,457931842.9,Young,Wild-type,[U-13C]Lactate
43_Young_Liver_11c,Glutamine +2,216414396.3,Young,Wild-type,[U-13C]Lactate
45_Young_Liver_12a,Glutamine +2,521957174.0,Young,Wild-type,[U-13C]Lactate
46_Young_Liver_12b,Glutamine +2,509261150.8,Young,Wild-type,[U-13C]Lactate
47_Young_Liver_12c,Glutamine +2,447004196.9,Young,Wild-type,[U-13C]Lactate
49_Young_Liver_13a,Glutamine +2,329305422.4,Young,Wild-type,[U-13C]Lactate
50_Young_Liver_13b,Glutamine +2,350712851.0,Young,Wild-type,[U-13C]Lactate
51_Young_Liver_13c,Glutamine +2,347189701.2,Young,Wild-type,[U-13C]Lactate
53_Young_Liver_14a,Glutamine +2,414255002.7,Young,SIRT6-tg,[U-13C]Lactate
54_Young_Liver_14b,Glutamine +2,467861440.5,Young,SIRT6-tg,[U-13C]Lactate
55_Young_Liver_14c,Glutamine +2,455658132.1,Young,SIRT6-tg,[U-13C]Lactate
57_Young_Liver_15a,Glutamine +2,442401069.1,Young,SIRT6-tg,[U-13C]Lactate
58_Young_Liver_15b,Glutamine +2,522963887.6,Young,SIRT6-tg,[U-13C]Lactate
59_Young_Liver_15c,Glutamine +2,495986659.0,Young,SIRT6-tg,[U-13C]Lactate
61_Young_Liver_16a,Glutamine +2,451339884.7,Young,SIRT6-tg,[U-13C]Lactate
62_Young_Liver_16b,Glutamine +2,516996429.0,Young,SIRT6-tg,[U-13C]Lactate
63_Young_Liver_16c,Glutamine +2,506206298.7,Young,SIRT6-tg,[U-13C]Lactate
65_Young_Liver_17a,Glutamine +2,303467117.7,Young,SIRT6-tg,[U-13C]Lactate
66_Young_Liver_17b,Glutamine +2,289675653.5,Young,SIRT6-tg,[U-13C]Lactate
67_Young_Liver_17c,Glutamine +2,296034621.9,Young,SIRT6-tg,[U-13C]Lactate
69_Young_Liver_18a,Glutamine +2,629176577.3,Young,SIRT6-tg,[U-13C]Lactate
70_Young_Liver_18b,Glutamine +2,653436487.6,Young,SIRT6-tg,[U-13C]Lactate
71_Young_Liver_18c,Glutamine +2,611676984.4,Young,SIRT6-tg,[U-13C]Lactate
73_Young_Liver_19a,Glutamine +2,620654092.7,Young,Wild-type,[U-13C]Lactate
74_Young_Liver_19b,Glutamine +2,636126096.2,Young,Wild-type,[U-13C]Lactate
75_Young_Liver_19c,Glutamine +2,508136151.3,Young,Wild-type,[U-13C]Lactate
77_Young_Liver_20a,Glutamine +2,502028472.1,Young,Wild-type,[U-13C]Lactate
78_Young_Liver_20b,Glutamine +2,432882749.6,Young,Wild-type,[U-13C]Lactate
79_Young_Liver_20c,Glutamine +2,554810637.4,Young,Wild-type,[U-13C]Lactate
81_Old_Liver_21a,Glutamine +2,0.0,Old,SIRT6-tg,N/A
82_Old_Liver_21b,Glutamine +2,0.0,Old,SIRT6-tg,N/A
83_Old_Liver_21c,Glutamine +2,0.0,Old,SIRT6-tg,N/A
84_Old_Liver_22a,Glutamine +2,0.0,Old,Wild-type,N/A
85_Old_Liver_22b,Glutamine +2,0.0,Old,Wild-type,N/A
86_Old_Liver_22c,Glutamine +2,0.0,Old,Wild-type,N/A
87_Old_Liver_23a,Glutamine +2,0.0,Old,SIRT6-tg,N/A
88_Old_Liver_23b,Glutamine +2,0.0,Old,SIRT6-tg,N/A
89_Old_Liver_23c,Glutamine +2,0.0,Old,SIRT6-tg,N/A
90_Old_Liver_24a,Glutamine +2,0.0,Old,Wild-type,N/A
91_Old_Liver_24b,Glutamine +2,0.0,Old,Wild-type,N/A
92_Old_Liver_24c,Glutamine +2,0.0,Old,Wild-type,N/A
93_Old_Liver_25a,Glutamine +2,0.0,Old,SIRT6-tg,N/A
94_Old_Liver_25b,Glutamine +2,0.0,Old,SIRT6-tg,N/A
95_Old_Liver_25c,Glutamine +2,0.0,Old,SIRT6-tg,N/A
96_Old_Liver_26a,Glutamine +2,0.0,Old,Wild-type,N/A
97_Old_Liver_26b,Glutamine +2,0.0,Old,Wild-type,N/A
98_Old_Liver_26c,Glutamine +2,0.0,Old,Wild-type,N/A
99_Old_Liver_27a,Glutamine +2,0.0,Old,Wild-type,N/A
100_Old_Liver_27b,Glutamine +2,0.0,Old,Wild-type,N/A
101_Old_Liver_27c,Glutamine +2,0.0,Old,Wild-type,N/A
102_Old_Liver_28a,Glutamine +2,0.0,Old,SIRT6-tg,N/A
103_Old_Liver_28b,Glutamine +2,0.0,Old,SIRT6-tg,N/A
104_Old_Liver_28c,Glutamine +2,0.0,Old,SIRT6-tg,N/A
105_Old_Liver_29a,Glutamine +2,0.0,Old,Wild-type,N/A
106_Old_Liver_29b,Glutamine +2,0.0,Old,Wild-type,N/A
107_Old_Liver_29c,Glutamine +2,0.0,Old,Wild-type,N/A
108_Old_Liver_30a,Glutamine +2,0.0,Old,SIRT6-tg,N/A
109_Old_Liver_30b,Glutamine +2,0.0,Old,SIRT6-tg,N/A
110_Old_Liver_30c,Glutamine +2,0.0,Old,SIRT6-tg,N/A
111_Old_Liver_31a,Glutamine +2,450876756.3,Old,SIRT6-tg,[U-13C]Lactate
112_Old_Liver_31b,Glutamine +2,355184525.3,Old,SIRT6-tg,[U-13C]Lactate
113_Old_Liver_31c,Glutamine +2,336940791.5,Old,SIRT6-tg,[U-13C]Lactate
114_Old_Liver_32a,Glutamine +2,486351211.2,Old,Wild-type,[U-13C]Lactate
115_Old_Liver_32b,Glutamine +2,444390281.2,Old,Wild-type,[U-13C]Lactate
116_Old_Liver_32c,Glutamine +2,457377632.7,Old,Wild-type,[U-13C]Lactate
117_Old_Liver_33a,Glutamine +2,455300796.5,Old,Wild-type,[U-13C]Lactate
118_Old_Liver_33b,Glutamine +2,517232423.6,Old,Wild-type,[U-13C]Lactate
119_Old_Liver_33c,Glutamine +2,525768033.4,Old,Wild-type,[U-13C]Lactate
120_Old_Liver_34a,Glutamine +2,539961190.4,Old,SIRT6-tg,[U-13C]Lactate
121_Old_Liver_34b,Glutamine +2,480045777.1,Old,SIRT6-tg,[U-13C]Lactate
122_Old_Liver_34c,Glutamine +2,423030670.7,Old,SIRT6-tg,[U-13C]Lactate
123_Old_Liver_35a,Glutamine +2,529174756.9,Old,SIRT6-tg,[U-13C]Lactate
124_Old_Liver_35b,Glutamine +2,550868429.5,Old,SIRT6-tg,[U-13C]Lactate
125_Old_Liver_35c,Glutamine +2,449490020.2,Old,SIRT6-tg,[U-13C]Lactate
126_Old_Liver_36a,Glutamine +2,411075036.3,Old,Wild-type,[U-13C]Lactate
127_Old_Liver_36b,Glutamine +2,403886412.4,Old,Wild-type,[U-13C]Lactate
128_Old_Liver_36c,Glutamine +2,489077030.3,Old,Wild-type,[U-13C]Lactate
129_Old_Liver_37a,Glutamine +2,335137575.6,Old,SIRT6-tg,[U-13C]Lactate
130_Old_Liver_37b,Glutamine +2,359343342.0,Old,SIRT6-tg,[U-13C]Lactate
131_Old_Liver_37c,Glutamine +2,350501426.4,Old,SIRT6-tg,[U-13C]Lactate
132_Old_Liver_38a,Glutamine +2,215483846.1,Old,Wild-type,[U-13C]Lactate
133_Old_Liver_38b,Glutamine +2,208450478.7,Old,Wild-type,[U-13C]Lactate
134_Old_Liver_38c,Glutamine +2,124439103.8,Old,Wild-type,[U-13C]Lactate
135_Old_Liver_39a,Glutamine +2,586961307.0,Old,SIRT6-tg,[U-13C]Lactate
