,Latent_1,Latent_2,Latent_3,Latent_4,Latent_5,Latent_6,Latent_7,Latent_8,Latent_9,Latent_10
Nell2,0.11996554,0.17348973,0.13865945,-0.71984076,-0.2089362,-0.23480557,-0.6328023,0.15762809,0.30737835,-0.17296673
Ngly1,-0.2193968,0.1625295,-0.26218262,-0.30364496,-0.056972764,-0.010506083,0.18234544,0.03318494,-0.044125967,-0.40982348
Nid1,0.2722914,-0.11748041,-0.515932,0.7225706,0.8648229,0.18726867,0.47448426,0.23231944,0.5873419,0.37126467
Nid2,-0.77852505,0.29519776,-0.7698245,0.55547875,0.6579691,0.9372106,1.1323311,0.010657759,0.1757686,-0.4585017
Npnt,0.12514,-0.35138378,-0.13334541,0.24650286,0.3770518,-0.18303706,0.2975508,0.025614832,0.13991955,0.10503827
Nrg3,0.11078477,0.22120984,0.119105615,-1.196274,-0.23442683,-0.23878746,-0.8863974,0.4228136,0.18110348,-0.21252634
Ntn1,-0.03785575,0.15752047,-0.017554322,-0.18079168,0.16666414,-0.031029573,0.12865293,-0.008424198,0.09707033,-0.21396376
Ntng1,-0.03245235,-0.007082012,0.1298141,-0.58140016,-0.14327131,-0.16534942,-0.31347683,0.18668608,0.20426773,-0.1192641
OGN,3.525639,-0.044233836,0.2955927,-0.25140354,-1.0531418,0.44845203,-0.13043988,-1.3844938,-0.72142315,-0.12616782
OMD,0.26126754,-0.37056887,-0.24584028,-0.23753713,-0.06831485,0.1410157,0.1311233,0.26717785,0.24328771,-0.10083578
Ogfod1,0.19165206,0.16260056,0.038689405,-0.34014678,-0.16543905,-0.1523754,-0.4791567,-0.028792571,0.33337498,-0.23407432
Ogn,0.16318834,-0.67925,-0.08909535,0.05464179,0.12791489,0.11565099,0.1872204,0.39454007,0.053396218,0.32345718
Ovos,0.070475996,0.08182365,0.11816386,-0.5202767,-0.17661583,-0.18387038,-0.42601106,0.09242055,0.26235577,-0.14493452
P3H1,-0.21393463,-0.69224644,-0.5529868,-0.8663966,0.8855078,0.19232821,0.03639602,-0.6562896,0.4528533,0.82151616
P3h1,-0.0054079243,0.35230127,-0.10359791,-0.21336052,0.17068557,0.10213519,0.055295374,-0.059056383,0.075160086,-0.303772
P4HA1,0.0016651282,-0.13243186,-0.2355745,-0.06224951,-0.2574596,0.23223269,0.070831165,-0.43161032,0.43405065,0.69026697
P4HA2,0.15141647,0.30453205,-0.37937346,-0.15120882,0.028444488,0.2907415,0.12027897,-0.26856497,0.47274384,0.0630722
P4ha1,0.2087807,0.61915886,0.030783257,-0.7620591,0.08115756,-0.02025459,-0.4673,-0.0026588796,0.08710652,-0.41541594
P4htm,0.054517448,0.140509,0.10702166,-1.0056752,-0.19782124,-0.20790221,-0.71347463,0.36756307,0.16847137,-0.18169498
PAMR1,-0.1063475,-0.116310745,-0.075950176,-0.17316711,-0.115427844,-0.034016453,0.07348363,-0.19434817,0.21024932,0.18569334
PAPLN,-0.29034007,0.26125082,-1.8500048,-0.4489577,1.8548013,-0.61596346,-1.3246753,0.5831564,0.5916703,0.017664494
PAPPA,-0.06637965,-0.14252764,-0.09796018,-0.20309393,-0.00021004962,-0.14658228,0.12517338,0.019819448,0.17635818,-0.035054594
PCOLCE,0.17277297,-0.1344007,0.029311636,0.10924476,-0.4844885,0.34026372,0.11138588,-0.12676801,0.06141946,0.4924026
PCOLCE2,-0.13214242,-0.1902232,-0.06412196,0.25578403,-0.065294355,0.1560939,-0.40420106,-0.18813407,0.3845974,0.2594894
PCSK5,-0.06433262,-0.1651971,-0.103754744,-0.1904461,0.022855954,-0.14008904,0.1279306,0.066173874,0.16803329,-0.083005734
PCSK6,-0.064832315,-0.14797403,-0.038907014,-0.19540188,-0.04688495,-0.07565824,0.12099265,0.10007445,0.1423863,-0.09243952
PDF,1.4051372,-0.67561543,0.83204806,-0.61517817,0.0031186724,0.20212317,0.06363479,-0.97153497,1.0409539,-1.017907
PDGFC,-0.067013845,-0.15086578,-0.083403796,-0.19934566,-0.024911162,-0.11105137,0.12361453,0.062815964,0.15843424,-0.07596264
PDGFD,0.05734566,-0.20226392,-0.24668844,-0.06546938,-0.0189682,-0.023125328,0.1398004,0.0655311,-0.07625713,-0.16566831
PF4,-0.05501517,-0.24272923,-0.045463033,0.21392865,0.20935835,-0.052604005,-0.2713172,0.21904083,0.19555621,-0.1343343
PF4;PF4V1,-0.115956895,-0.1811254,-0.043094717,-0.1936427,0.011152402,-0.088100605,0.06337394,-0.013175467,0.21264413,0.09047523
PLAT,-0.041583776,-0.20572826,0.032363158,0.45280224,0.20423727,0.03293177,-0.47325498,0.21966942,0.19930685,-0.07250457
PLAU,-0.0906186,-0.1713923,-0.093589365,-0.26038238,-0.010200764,-0.14663123,0.18476492,0.06626737,0.14016175,-0.09405958
PLG,0.78175676,-1.0062981,-0.6377761,-0.9289736,1.3921865,0.659899,0.4100047,1.687814,-1.0655948,-1.6363473
PLOD1,-0.10845404,-1.1948222,0.26054087,-0.8642061,1.5579123,0.044152446,-0.5817328,-0.65977335,-1.852365,1.3629646
PLOD2,-0.27320018,-0.6970829,-0.59094524,-0.6520786,0.76370126,0.26521695,-0.09573415,-0.8628005,0.6036167,1.0102108
PLOD3,-0.0069886246,-0.4562582,0.109070815,-0.34609103,1.0766395,-0.07934297,-0.43751657,-0.46953306,-1.0685824,0.6996187
PLXDC2,-0.017246356,-0.9099969,0.58090985,-0.24677171,0.9023615,-0.029505266,-0.8160855,-0.26733086,-2.0276206,1.1682347
PLXNA1,0.0062773554,0.30152166,-0.019917926,-0.11363552,0.06141897,0.03257262,0.024678046,0.0021505286,0.04134466,-0.29741484
PLXNB1,0.25850794,0.32202217,0.21253033,0.26381463,-0.19463809,0.25080323,-0.12367854,0.17092423,-0.24157955,-0.22303721
PLXNB2,-0.5094508,-0.98410904,-0.1890251,0.88421804,-0.78891456,0.6186855,-1.3526945,-1.8554287,-0.39164925,2.2323804
PLXNB2;MKIAA0315,-0.070891514,-0.18168154,-0.100020304,-0.20110872,0.019607276,-0.12909688,0.15374461,0.10741884,0.14618589,-0.12612215
PLXND1,0.0025839624,0.3730921,-0.115646854,-0.21993183,0.17318526,0.11919957,0.047648698,-0.06457116,0.0728492,-0.31279606
PODN,0.15052801,-0.36759782,-0.44771498,-0.30570206,0.34731424,-0.14402027,0.07692182,0.22157411,0.4526392,-0.286466
PODNL1,-0.06433262,-0.1651971,-0.103754744,-0.1904461,0.022855954,-0.14008904,0.1279306,0.066173874,0.16803329,-0.083005734
POSTN,0.04793849,-1.0558834,1.2365699,0.98521847,0.42423996,0.03277467,0.064467214,1.0238465,0.01867695,-0.8703659
PPBP,-0.29444826,-0.35557294,-0.30352703,-0.20186616,0.19853343,0.09461805,-0.071374446,-0.5244708,0.46242297,0.5462403
PRELP,3.6684964,-0.87402576,0.39992172,-0.9674515,-0.4108018,0.11332385,-0.15024374,-1.9682081,-0.07513826,-0.29036322
PRG2,-0.023072826,-0.7777836,0.37117112,0.16506413,0.17350642,0.06929664,-0.2310645,0.048726562,0.73713326,-0.3181168
PRG3,-1.8536351,0.83034116,-3.012036,-0.7076806,3.31987,-0.64609003,-3.0480027,1.3745968,-0.25511265,0.7919293
PRG4,3.6201787,-1.5504954,-3.3086915,-0.92351806,-0.013558201,2.2315626,-0.14414611,0.70202625,0.33533597,1.2066028
PRL7C1,-0.22952767,-0.7773118,-0.6380631,-0.9827123,1.0164715,0.25308305,0.034507845,-0.75480044,0.5013575,0.941668
PRSS1,-0.19965446,-0.5923012,-0.4559748,-0.74227023,0.74158555,0.12371355,0.04027734,-0.54557467,0.39843142,0.6860578
PRSS2,-0.6589048,0.030961426,-0.6685917,0.013944765,0.07425039,0.09699816,-0.3519613,0.3080681,-0.2443406,0.18947577
PRSS3P2;PRSS2;PRSS1,-0.06629572,-0.10781444,-0.07194652,-0.20884177,-0.038633585,-0.12354932,0.11430815,-0.11037554,0.17545064,0.112173975
PTN,-0.11432196,-0.23928969,-0.03947333,0.02848103,-0.11089209,0.14467902,-0.1191609,-0.44142246,0.15328288,0.54463166
PXDN,0.7972006,0.14223742,-0.5122406,-0.6699046,0.62785524,0.19345766,0.17319457,-0.5651196,0.45911837,0.14905703
PXDNL,-0.0078000245,0.34618142,-0.10047418,-0.21165743,0.1699016,0.09722042,0.057538465,-0.057439636,0.075726315,-0.30123216
PXN,0.0011940215,0.36961326,-0.113576815,-0.21887046,0.17287336,0.11627019,0.04903837,-0.063709736,0.07320098,-0.3111574
PZP,2.2620428,-1.5114045,-2.19794,-0.35075837,-0.007033407,1.2400532,0.07676175,1.1094309,-1.2091106,-0.60803837
Pag1,0.09072603,0.17140377,0.13796452,-0.8391055,-0.20359506,-0.22913115,-0.6702183,0.24794082,0.25212413,-0.18146904
Papln,-0.3655403,-0.5045241,-0.7935294,0.14051619,-0.23401578,-1.1704435,-0.4717174,-0.5212265,0.92112905,0.016387923
Parm1,0.7877293,0.81950563,0.16774735,-1.0354539,-0.58875847,-0.32208213,-1.7241888,-0.11811434,0.91442746,-0.46293235
Pcolce,-0.6122938,0.27942625,-1.342247,0.12116836,-0.23566443,2.9510865,2.7124815,5.4465466,6.0483823,-0.15572089
Pcolce2,0.15553237,-0.39586222,-0.16468737,0.41322553,0.48957622,-0.233628,0.3364795,-0.0077065323,0.1320498,0.17621851
Pik3ip1,-0.11484674,-0.14708771,-0.013152333,-0.36355588,-0.069157764,-0.13132372,0.0037936121,0.13999133,0.17589222,-0.07945088
Plg,-0.120368585,-0.23854603,-0.06411777,-0.31618178,0.036800273,-0.22676349,-0.033878874,-0.12443543,0.039504625,-0.13437063
Plod1,0.02347248,0.42588013,-0.14527857,-0.23505804,0.17579675,0.1634745,0.028211664,-0.07624378,0.0666981,-0.33682618
Plod3,-0.006291378,0.34995934,-0.10235614,-0.21267751,0.17038432,0.10023204,0.056117225,-0.058443256,0.07541012,-0.30280086
Plxdc1,0.33474863,0.36041594,0.13425642,-0.75861794,-0.3284493,-0.24799724,-0.91659,0.046718363,0.45505008,-0.26645994
Plxdc2,0.64029986,0.6949731,0.061516616,-0.6612075,-0.30718604,-0.047247976,-1.0873256,-0.29462087,0.64043224,-0.557539
Plxna1,0.41885895,0.5613476,0.061931256,-0.72072935,-0.20542142,-0.1250593,-0.8358951,-0.08616597,0.42879584,-0.4393369
Plxna2,0.30660945,0.3583346,0.16329592,-0.8632006,-0.3232008,-0.28457233,-0.94651216,0.102688774,0.4457225,-0.2434038
Plxna4,0.123610094,0.17105258,0.13809419,-0.6954516,-0.20885326,-0.23371859,-0.625345,0.14143384,0.31248772,-0.17453931
Plxnb1,-0.0151875615,0.022490842,0.13376372,-0.53693146,-0.12989566,-0.18221554,-0.30440187,0.13669884,0.22912097,-0.12707345
Plxnb2,0.33057123,0.76348835,-0.18327561,-0.6479957,-0.14827979,0.1537206,-0.4537812,-0.1071352,0.16207877,-0.8247568
Plxnc1,0.015747711,0.05179383,0.133313,-0.594775,-0.1572643,-0.19400427,-0.41127136,0.14819665,0.24237867,-0.1342977
Plxnd1,0.20933083,0.58489394,-0.040526625,-0.74662673,-0.041618478,-0.01382891,-0.46752024,0.014109229,0.092150405,-0.5325005
Podn,0.025674345,0.013688053,-0.117250785,-0.1965101,0.06437649,0.26235026,0.37241262,0.33155748,0.21423219,-0.037028074
Postn,-2.0652688,-0.45480537,-2.7002375,0.26580125,-0.75320685,-0.5481157,0.5873409,2.0681012,5.138984,-0.74955577
Prelp,-1.256779,1.0202159,-1.5616771,0.73764914,0.74752975,-0.14391506,0.35150206,-1.7085042,-0.15687686,-1.2099816
Ptn,0.41706032,0.5459367,0.21714218,-1.230149,-0.41801482,-0.37152618,-1.3167659,0.20483859,0.53081477,-0.2745102
Pxdn,0.62946784,2.1384428,-1.340504,-0.9713828,-0.07071909,2.1588302,0.64181083,0.64431626,-0.13592625,-2.102998
Pzp,0.49661323,-0.99651545,0.0732124,0.6255838,0.75243354,0.1043685,0.30952853,0.17272793,-0.18957978,0.40328896
REG1A;REG1B,-0.088717245,-0.12829907,-0.06003814,-0.19055286,-0.065578155,-0.072086744,0.104412146,0.04305363,0.1756868,-0.044596784
REG3A,-0.11630058,-0.14409626,-0.0025311734,-0.1962929,-0.07241608,-0.05215467,0.08251032,0.045964208,0.21687433,-0.007890711
REG4,-0.06433262,-0.1651971,-0.103754744,-0.1904461,0.022855954,-0.14008904,0.1279306,0.066173874,0.16803329,-0.083005734
Rif1,-0.25922185,0.3068958,-0.5021407,-0.37447795,-0.40753448,0.14732595,0.13850872,0.14814323,-0.240688,-0.8607082
S100A1,2.4796937,-1.1918005,-2.405812,-0.464263,-0.45120695,1.9748981,-0.19683693,0.027563067,0.94610596,1.9677414
S100A10,0.53952986,-1.5412648,-0.057400145,1.1484327,-1.9732484,0.061648455,-0.8574441,0.016005255,-0.7021208,1.1234264
S100A11,-0.36136633,-0.8312585,0.5364192,-0.16029964,0.16511786,0.19173992,-0.16029495,-0.3289971,0.9814417,0.17100158
S100A12,-0.38686576,-0.65799946,-0.42172712,-0.23906346,1.5734613,-0.56938165,-0.30550668,0.61558723,1.1571963,-0.6555968
S100A13,-0.52223897,0.8889139,2.2440042,0.19806033,0.7278185,0.1628152,0.7910618,0.6317696,-1.5859455,1.2169904
S100A14,0.28294697,-0.37321603,-0.32245332,-0.21407005,-0.024380641,0.081420474,0.13322428,0.180961,0.28029943,0.007448432
S100A16,-2.146175,0.8695546,1.4657681,-0.44230688,3.476755,-0.6903226,-0.17304912,1.130126,2.2984579,-2.0381048
S100A1;S100A1,-0.04359966,-0.2367674,-0.07470908,0.08541678,0.15469311,-0.072569825,-0.12675276,0.18812583,0.18094042,-0.14312802
S100A2,0.27672336,-0.3701339,-0.31853476,-0.21460232,-0.024289485,0.07614947,0.13442908,0.18071929,0.2791795,0.0028906174
S100A3,0.27672336,-0.3701339,-0.31853476,-0.21460232,-0.024289485,0.07614947,0.13442908,0.18071929,0.2791795,0.0028906174
S100A4,-0.20049138,-2.1012394,0.1499777,-0.50261986,1.7103252,-0.057992883,-0.90861267,-0.7686898,-1.5389606,1.9101119
S100A6,0.06411926,-0.6146598,1.269552,0.89004964,0.03235358,-0.3340744,-0.29423374,0.36687815,-1.709856,1.0622528
S100A7,0.0032541535,-0.12504217,-0.044991706,-0.23796135,0.093631625,0.05610091,0.3154998,0.12561959,0.3550812,0.17696209
S100A7A,-0.9035318,-0.22268601,-0.34139842,0.09081197,0.10985334,0.18513547,-0.4211714,0.25485545,-0.024826184,0.22614947
S100A7L2,-0.09035245,-0.16647734,-0.039816495,-0.21019539,0.020270698,-0.1133058,0.10200009,0.07665098,0.19560164,-0.04684024
S100A8,-1.00421,-1.5460113,4.376634,0.039516736,2.0318792,0.45476058,2.142871,2.358969,0.2929009,0.31740835
S100A9,0.4631965,-2.9676824,2.6703749,-0.23926048,1.7654208,0.3440328,1.4225873,0.87690884,1.2698824,0.8375701
S100B,-0.02953694,-0.72247213,0.50698584,-0.30302906,0.70360917,-0.017406015,-0.6385414,-0.26297557,-1.7762283,1.0223062
S100G,-0.13997799,-0.16611171,-0.0759172,-0.36089185,-0.074548334,-0.16199848,0.22119981,-0.0033460397,0.11644512,0.015233625
S100P,-0.053684838,-0.55949074,-0.13491881,-0.0878458,-0.036498636,-0.12135928,0.06495091,0.16669126,0.10455019,0.13291922
S100a1,-0.52647376,-0.04935393,-0.5114635,0.39219385,0.3690505,-0.010326176,0.5516865,-0.3458842,0.053751476,-0.3207838
S100a10,-0.93880635,-0.4880238,-0.82365644,0.21384838,-0.2554611,-0.18275654,0.50087786,-0.46385124,-0.11095663,-0.2937678
S100a11,-0.32705927,0.0042194934,-0.30648774,0.026506757,0.17358914,0.029197164,0.44664854,-0.1787192,-0.06267189,-0.09204572
S100a13,-0.106370814,0.2469871,-0.27103508,0.09366238,0.26952565,0.10562171,0.24754855,-0.19450504,0.15293916,-0.3349895
S100a16,-0.023498518,-0.15722255,-0.096761875,-0.106814705,0.0732235,-0.11689214,0.11005177,0.08250851,0.1513024,-0.18051821
S100a4,-1.520175,-0.84840155,-1.2552154,1.2866218,0.61019546,-0.16823861,1.2195767,-0.8062664,-0.24378376,-0.30385676
S100a5,-2.3582299,-2.5062044,-1.7364793,1.2066873,-0.38458318,-0.9149849,1.3823794,-1.387069,-0.09483398,0.6330964
S100a6,-0.7461967,-1.1474062,-1.2598572,2.3033144,1.6662288,-0.37861198,1.4769078,-0.67724156,-0.29202586,0.05005353
S100a9,-0.2783537,0.10721022,-1.05964,0.5959237,0.24243662,-0.486337,0.13476005,-0.6342223,0.83510876,-0.26607242
S100b,-0.7294485,-0.52405924,-0.610654,0.38903785,0.100462034,-0.2402013,0.5836292,-0.45805824,-0.01893603,-0.113253064
SBSPON,-0.7937665,-0.2553997,-0.15447272,0.3086905,-0.1962851,0.4222491,-0.5833372,0.065120585,0.41948336,0.36283514
SCUBE1,-0.2032915,-0.16672352,-0.10716092,0.116081044,-0.27953327,0.35112938,-0.21630386,-0.7362298,0.39641383,0.8474277
SCUBE3,-0.07821601,-0.12989528,-0.06959813,-0.21727873,0.00465437,-0.14342076,0.1111162,-0.05490699,0.2255084,0.102764785
SCYL1,-0.045788616,0.12182601,-0.032482475,-0.1916017,0.11570961,-0.05197934,0.13830549,0.018249333,0.10208963,-0.23199514
SDC1,0.7731112,-1.1753846,2.4874916,0.9055344,-2.0891924,1.0377039,-1.1188011,-0.6817631,1.9369501,-0.80521065
SDC2,0.30958048,-1.3974534,0.8543053,-0.2621831,-0.675797,0.4309872,-0.33425295,-1.6140914,0.95377487,1.1299664
SDC4,-0.08920527,-0.7012738,0.24069107,2.1818798,1.0508957,0.10849896,-2.0526376,0.82107055,0.42981765,0.3677194
SEMA3A,0.2359328,-0.31743267,-0.43056753,-0.5611674,-0.034044817,0.1738,0.3012584,0.23429874,-0.53110266,-0.31533322
SEMA3B,-0.13128226,-0.5169307,0.550952,-0.29784518,0.027466608,-0.12426435,0.0075116693,0.018362263,0.573842,-0.2879574
SEMA3C,-0.118013345,-0.1107668,-0.07540658,0.14271636,0.22176392,-0.025841806,-0.29350802,0.005237403,0.33185247,0.02478892
SEMA3D,-0.11904488,-0.13868001,0.02417313,-0.18623227,-0.072188504,-0.04498281,0.078934394,0.071974546,0.19995098,-0.045442503
SEMA3E,-0.1085619,-0.17695226,-0.09539468,-0.07058671,0.1654671,-0.090703554,-0.026342759,-0.009550137,0.3010464,0.101330176
SEMA3F,-0.027468154,-0.2251028,-0.07623332,-0.017934797,0.11609093,-0.08669318,-0.018074583,0.16781665,0.16008809,-0.14882083
SEMA3G,-0.40557986,0.16691424,-0.89345586,-0.10693863,0.169394,-0.009445452,-0.4755204,0.15144242,-0.3344168,0.38255727
SEMA7A,-0.040806033,-0.29793814,0.046374615,0.6179163,0.38133544,0.021638552,-0.6690146,0.30808383,0.23052846,-0.019030891
SERPINA1,0.6896455,-2.407829,-2.0343516,0.22791281,-0.38951135,-0.54865825,-0.9301054,1.1553471,-1.112143,1.0886054
SERPINA10,0.3955768,-2.3504567,-0.47455975,0.39001608,0.13049819,-0.20908761,-0.09581925,0.9721069,-0.51140726,0.4378605
SERPINA12,0.27672336,-0.3701339,-0.31853476,-0.21460232,-0.024289485,0.07614947,0.13442908,0.18071929,0.2791795,0.0028906174
SERPINA1A,-0.05861021,-0.24342994,-0.0063893627,0.34005567,0.24752241,-0.030348659,-0.39612356,0.24657261,0.21695942,-0.11614962
SERPINA1B,-0.058299977,-0.24677649,0.0050547007,0.3708829,0.2617524,-0.025345176,-0.4302457,0.25440246,0.21688625,-0.10539738
SERPINA1C,-0.058158904,-0.24892542,0.011375118,0.38773137,0.2697789,-0.022688735,-0.44888848,0.25842157,0.21647312,-0.099324815
SERPINA1D,-0.055687133,-0.24280755,-0.043582123,0.2205597,0.21189475,-0.05100055,-0.27820837,0.22061689,0.19686724,-0.13273042
SERPINA1E,-0.10234614,-0.91349477,0.36793712,3.0165439,1.3831307,0.1347859,-2.8449378,1.134011,0.5784673,0.5588787
SERPINA3,0.1341332,-2.2766678,-1.9004215,0.17152427,-0.98266155,-0.45334417,-1.9048376,0.5669678,-0.96388763,0.9217158
SERPINA3G,-0.13583528,-0.32443953,-0.19037344,-0.3247245,0.17626172,-0.115114816,0.12358952,-0.050323453,0.1943289,0.09710228
SERPINA3K,-0.19488646,-0.44029427,-0.28694916,-0.54104584,0.46298498,0.021690143,0.08935476,-0.3241046,0.31452915,0.4440171
SERPINA3M,-0.04106368,-0.23528117,-0.0755767,0.06595445,0.14801753,-0.07535542,-0.10635218,0.18429424,0.17745785,-0.14430133
SERPINA3N,-0.031958677,-0.2517227,0.05797478,0.4541747,0.26799545,0.000898053,-0.48885155,0.27196705,0.18326962,-0.092891864
SERPINA4,-0.050029602,-1.3435581,-2.749523,-0.35609394,0.26291898,0.16912235,-1.0328325,2.0010674,-1.8810188,-0.0063322308
SERPINA5,-0.87504643,0.44040456,-0.75898176,0.17272542,0.7927332,0.30035058,-1.1962394,-0.27664137,-1.7207268,1.2870961
SERPINA6,0.875878,-3.8534758,-0.78490114,0.6656256,-0.24008913,-0.17897278,-0.20175162,1.6257402,-1.0458151,1.0991182
SERPINA7,0.2903812,-1.808413,-0.27599916,0.3635125,-0.41612592,0.07347344,-0.058709186,0.83744216,-0.605359,0.51246184
SERPINB1,2.0813496,-1.7944695,-1.4104326,-0.20423725,-0.77173805,-0.33974048,-1.3182852,-0.83394307,-0.8314399,0.960456
SERPINB12,-0.7057655,0.65234834,-0.5960423,-0.03542293,0.69907296,0.36199036,-0.52900106,-0.003077099,-0.85569876,0.32193395
SERPINB1A,-0.06229068,-0.28473297,-0.10829676,0.055036005,0.19012898,-0.08753905,-0.106487505,0.17130953,0.21366672,-0.10046422
SERPINB2,-1.4596833,1.3690623,-0.06732967,2.3060138,-2.595521,1.3084825,-2.6602786,-0.92168933,3.4763086,1.3386428
SERPINB3,-0.06538344,-0.109119825,0.16925341,-0.25750726,0.39260766,0.051557723,-0.12026013,-0.1374447,-0.59730923,0.21734497
SERPINB4,0.27672336,-0.3701339,-0.31853476,-0.21460232,-0.024289485,0.07614947,0.13442908,0.18071929,0.2791795,0.0028906174
SERPINB5,0.28989604,-0.37665948,-0.32683945,-0.21351397,-0.024491504,0.087357864,0.13189244,0.18125845,0.2815851,0.012527099
SERPINB6,1.9930971,-1.047877,-2.0941947,-0.5600695,-0.687388,0.5688011,-0.7912839,0.25208732,-1.6980141,-1.2494992
SERPINB6;SERPINB6A,-0.029762937,-0.20701765,-0.09367576,-0.10410038,0.07626116,-0.10816376,0.065097496,0.1545989,0.15145971,-0.15003332
SERPINB6B,-0.17932884,-0.35292572,-0.19553393,-0.43002325,0.23938572,-0.072525166,0.13345376,-0.14261974,0.21602672,0.23787588
SERPINB7,0.27672336,-0.3701339,-0.31853476,-0.21460232,-0.024289485,0.07614947,0.13442908,0.18071929,0.2791795,0.0028906174
SERPINB8,0.24218251,0.18285123,-0.37825975,-0.21750192,0.0812296,0.23272009,0.15985303,-0.010738686,0.3240267,-0.23217449
SERPINB9,-0.24507435,1.24822,0.07070245,0.5032198,-0.7234054,0.4368019,-1.0402101,-0.88693476,1.0290393,0.07710229
SERPINB9B,-0.053816315,-0.19313516,-0.10297397,-0.16227561,0.040414374,-0.120556474,0.121808246,0.1321401,0.14957061,-0.14141476
SERPINC1,1.4852071,-1.9492795,0.722663,0.28776446,1.9742494,1.0268525,1.4673202,2.4071336,-1.8383844,0.28637862
SERPIND1,3.353232,-3.1979074,-3.440698,-0.28611684,1.6607428,1.6638333,0.099260986,2.6421814,-4.49898,-0.760082
SERPINE1,0.05773518,0.43458208,-0.20669797,-0.15584226,0.011283963,0.15234262,0.020203985,-0.075008266,-0.059628412,-0.31849954
SERPINE2,-0.537137,-3.8517048,0.19325106,-0.7023033,3.0753534,-0.07677555,-1.0543922,-0.8291024,-1.6938835,2.8799043
SERPINF1,0.6394373,-2.4041522,-0.2569398,0.2707591,0.66270196,0.38954577,0.44755667,1.9323132,-0.8205896,0.62262267
SERPINF2,0.59845394,-1.5172927,-1.563465,-0.28954238,0.1828366,0.08599631,-0.95827496,1.0730706,-0.8792414,-1.1247729
SERPING1,2.348631,-4.2901473,-0.5901893,0.4055937,-1.6576622,-0.32963318,-2.5536628,-1.1168847,-0.42582995,1.1343559
SERPINH1,-0.7538427,1.4004986,-2.0621057,-1.1981369,1.8379799,0.1234919,-0.47516432,-0.6093119,0.6219258,2.241801
SERPINI2,-0.5419866,0.18241379,-0.97230685,-0.02083988,0.19678406,0.024268944,-0.5886266,0.2688768,-0.3639568,0.40121964
SFRP1,0.31097463,-0.14531367,0.38415647,0.6722076,-0.48629874,0.12160688,0.012470295,0.2630882,-0.6002523,0.18806612
SFRP2,0.25742337,-0.37087074,-0.31510067,-0.22046852,-0.007569587,0.049290396,0.13754576,0.18561868,0.28224248,-0.021377167
SFRP4,0.26099762,-0.10311167,0.31958073,0.5276949,-0.4485294,0.12450781,0.038054492,0.22004221,-0.45982975,0.18730782
SFTPA1,-0.056048553,-0.24303612,-0.030370079,0.2644088,0.22413655,-0.041894402,-0.3206292,0.22884434,0.20522436,-0.1272432
SFTPB,-0.11894047,-0.157371,-0.07596096,-0.30635458,-0.12143747,-0.12410813,0.19925319,0.016361095,0.12365766,-0.014268409
SFTPC,-0.09023344,-0.17169307,-0.0937613,-0.25923666,-0.0093300445,-0.14640687,0.18404211,0.06705995,0.14023992,-0.0946782
SFTPD,-0.05048068,-0.24052675,-0.06165286,0.15390113,0.18269643,-0.064601205,-0.20532253,0.20668381,0.18841597,-0.142472
SLIT2,-0.064832315,-0.14797403,-0.038907014,-0.19540188,-0.04688495,-0.07565824,0.12099265,0.10007445,0.1423863,-0.09243952
SLIT3,-0.25424743,-0.6714422,0.41936794,-0.1314523,0.30821702,-0.029923491,-0.87820596,-0.72620285,-1.355324,1.5544211
SLPI,0.21072854,0.033876274,-0.5255368,0.04640558,-0.18161024,0.21847373,-0.11281573,-0.6893004,0.4208361,0.9340201
SMAP,-0.046439614,0.23642339,-0.06077513,-0.19543654,0.1438776,0.008155564,0.103540905,-0.025682656,0.08647015,-0.26519665
SMAP2,-0.8393039,-0.22326657,-0.25743115,0.06891813,0.10864863,0.15683997,-0.35436103,0.23529245,0.04107903,0.20350991
SMOC1,-0.08143322,-0.15352242,-0.070197605,-0.20685932,0.018649623,-0.1303521,0.10021411,-0.0802087,0.24076581,0.1618348
SMOC2,-0.13157788,-0.16046636,-0.06709504,-0.092206806,-0.13199818,0.041770466,-0.022002872,-0.28357223,0.2123181,0.33365998
SNED1,-0.0015180439,-0.7378257,0.4977089,-0.2896772,0.67877793,-0.046441827,-0.6831038,-0.33528718,-1.8322239,1.1050239
SPARC,-0.33948928,0.19856694,-0.3623002,-0.17600808,0.17003383,0.27891093,0.22545204,-0.42648214,0.80826193,0.88307345
SPARCL1,-0.28106079,0.056386653,-0.48434132,-0.40682817,1.7326223,-0.33221683,-0.32988986,0.431755,1.1574366,-0.9770482
SPON1,0.04338779,-0.20607638,0.77217335,-0.042034823,0.4763823,-0.025317892,-0.54012483,-0.06979442,-1.7792046,0.8069812
SPON1;MKIAA0762,-0.050044637,-0.24030876,-0.062524885,0.15071118,0.18110055,-0.06509193,-0.20182402,0.20613395,0.18830903,-0.14264096
SPON2,-0.11333779,-0.1286495,0.045057498,-0.18135783,-0.079665266,-0.038378492,0.0723238,0.093488134,0.1797098,-0.075449005
SPP1,-0.1574297,-0.12413766,-0.1038573,0.030575257,-0.20016815,0.22495921,-0.08265077,-0.5312528,0.3261941,0.5998541
SRPX,0.20440854,-1.4991262,-0.028893845,0.68917763,-0.32542235,0.25346082,-0.5522436,-0.14652933,0.19803645,1.4207729
