Protein,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
COL6A4,0.32053417,0.06077312,0.3185265,0.83221203,0.96126133,1.4572088,0.32020864,-0.31694567,0.2379191,-0.19415301,-0.30334544,-0.13254106,0.31911922,-0.29476273,0.6908402,0.23072894,-0.031121552,0.23619647,-0.11088377,0.3918724,0.08969416,0.08033366,-0.41031295,0.7737603,-0.055181146,-0.43724614,0.29975173,0.67585075,0.18078956,0.61263955,0.09865227,0.7937039,-0.08922696,-0.02629304,0.6196038,-0.29578817,-0.075603485,-0.0897069,0.2666956,0.029257923,1.3955711,-0.3394972,0.5867888,0.30612755,0.75531876,-0.266217,0.47833234,0.30287108,-0.62741226,-0.28567398,1.0042078,0.06513961,0.3316657,-0.34749854,0.28913352,0.18271497,0.60434806,0.49940598,0.70617074,0.6168675,0.25351936,-0.25363547,0.89359283,-0.20912886
COL6A5,1.1288456,-0.36859018,1.0435723,0.59294134,0.651911,1.7016785,0.97489274,0.16300747,-0.32315457,0.57471544,0.24324818,0.7059681,-0.13350028,0.35486978,0.6080405,0.64340776,-0.021797776,-0.39630574,0.6577879,0.5650043,-0.342776,0.58118916,-0.24461216,0.3172232,-0.42547852,-0.15774816,-0.3462742,0.31609422,0.2921186,0.76479983,0.041202858,0.19960518,0.34022477,0.38379526,1.313802,0.2993306,-0.290605,-0.060950637,-0.29716063,0.027972683,1.058396,0.40095168,0.13094184,-0.25177658,0.44587198,-0.43032765,0.9470112,-0.09761703,-0.67004704,-0.23124379,0.8857287,0.47651342,0.28440338,-0.04030305,0.85882425,-0.40097344,0.6636492,0.0799547,0.45410532,0.9670446,-0.30629534,-0.62018585,0.7079475,-0.49103343
COL6A6,0.8999785,-0.15320098,0.8889305,0.5841312,0.6344798,1.4443403,0.65434396,0.20087154,-0.22347748,0.40693206,0.22217044,0.6055291,-0.06957114,0.32128495,0.39608005,0.35614246,-0.11755854,-0.2066533,0.25246394,0.4130336,-0.28029513,0.5158334,-0.17924792,0.20051308,-0.14997488,-0.2938218,-0.27420712,0.16727528,0.46976066,0.58027875,-0.06345832,0.19818456,0.13484545,0.30840617,1.0873216,0.28040555,-0.23165214,-0.1271854,-0.22840738,0.1520928,0.959844,0.33048654,0.3074513,-0.20079714,0.28542012,-0.29119694,0.8655825,0.118747085,-0.5696839,-0.08926642,0.72315276,0.23788871,0.038785875,-0.2024756,0.6150936,-0.29016244,0.6099498,0.00014424324,0.28379288,0.8128443,-0.2677461,-0.5247917,0.600906,-0.38747925
COL7A1,1.0688231,-0.32696998,1.0099845,0.55108225,0.7172775,1.624025,0.8211653,0.1936039,-0.31456804,0.4990562,0.20501918,0.7100135,-0.043062687,0.32804227,0.5248336,0.47506362,-0.132285,-0.3350569,0.45185274,0.53774697,-0.3728382,0.6439028,-0.26915276,0.3074277,-0.35028833,-0.29037523,-0.35174632,0.23577149,0.41965306,0.6530161,0.13116091,0.28322563,0.26213267,0.34043968,1.1908169,0.30056575,-0.2521335,-0.13660902,-0.22467238,0.13518566,1.0762378,0.36619535,0.2663002,-0.23294097,0.40163147,-0.38475615,0.86929035,0.03712593,-0.62215674,-0.1645894,0.79944,0.35996336,0.17430314,-0.1870004,0.728088,-0.39211547,0.5960378,0.05227293,0.35993803,0.8968955,-0.3173092,-0.6059026,0.76379865,-0.5056939
COL8A1,0.8740327,-0.31028318,0.7556668,0.71742487,0.72139454,1.6136355,0.75595236,0.0060101273,-0.15373224,0.24309455,0.13281149,0.4545765,-0.114177585,0.03987293,0.6713907,0.53662825,-0.072695255,-0.21664822,0.3639158,0.65726066,-0.26486653,0.38179576,-0.34302598,0.43890092,-0.29015028,-0.22628224,-0.18859404,0.44812912,0.22709525,0.78669626,0.12186602,0.38933197,0.16982368,0.24005897,1.1618183,0.14303555,-0.23760831,0.03271167,-0.19432908,-0.0349316,1.2613628,0.23636559,0.20671119,-0.121705174,0.6068665,-0.37508315,0.6567512,-0.13568938,-0.67195356,-0.2784112,0.94828665,0.5389199,0.391625,-0.0662241,0.7725544,-0.2543813,0.67922723,0.23058787,0.6254106,0.84602046,-0.18747973,-0.46396786,0.7327016,-0.35498768
COL8A2,0.6222913,0.18650125,0.6633283,0.84943557,0.818208,1.4979627,0.55552197,-0.044356525,0.105514854,0.15028676,0.06439468,0.19279264,0.02919668,0.16534618,0.60174966,0.34768805,0.14371657,0.07159576,0.10783461,0.37685335,0.05881536,0.1453608,-0.24835229,0.51024705,0.0057371855,-0.31111366,0.10352874,0.47212982,0.25474328,0.69357896,-0.25965422,0.36127347,0.10315105,0.29778188,0.94552636,-0.083024025,-0.22636414,-0.116141856,-0.07482469,-0.025629222,1.165507,0.022084992,0.37469727,-0.008051574,0.51000285,-0.27737248,0.8837119,0.18719544,-0.6209321,-0.22452003,0.9338706,0.21424377,0.16628301,-0.1948781,0.5221624,0.034198426,0.8025572,0.27468187,0.516616,0.8774427,-0.04406023,-0.35383284,0.49430284,-0.19597554
COL9A1,0.24606138,0.05343756,0.27630058,0.83203155,1.083881,1.4825169,0.14994276,-0.34176636,0.2671263,-0.30271137,-0.3799029,-0.1501193,0.41555172,-0.40537477,0.6368112,0.07990761,-0.20366335,0.28756827,-0.270575,0.41213536,-0.04273647,0.16336161,-0.47974247,0.77125525,0.037097394,-0.5584911,0.198654,0.6749938,0.28618485,0.5617738,0.28957862,0.9323815,-0.25794297,-0.13587838,0.5542808,-0.2862208,-0.044908702,-0.16041058,0.3473905,0.13648264,1.5297426,-0.40239185,0.75021493,0.34707674,0.8158305,-0.21039027,0.32226375,0.38133115,-0.60065746,-0.26826435,1.01015,-0.028793633,0.32996815,-0.46078712,0.16671036,0.16413763,0.53653204,0.445877,0.721224,0.5209195,0.2430304,-0.20157588,1.083929,-0.19453752
COL9A2,0.9999664,-0.30225468,0.9128092,0.68196946,0.6847868,1.6352001,0.8224725,0.12981082,-0.22721696,0.3899964,0.25118577,0.60735583,-0.17217422,0.23834382,0.6155132,0.5460825,-0.042265832,-0.28010136,0.44262445,0.63916856,-0.2992853,0.4403638,-0.28992212,0.33611098,-0.2921546,-0.20757788,-0.2784974,0.3420661,0.27311188,0.7713504,0.025916442,0.25259945,0.23649096,0.34404415,1.2585342,0.24078366,-0.29596424,0.0019105002,-0.26856327,-0.030037522,1.1717756,0.3664812,0.16236436,-0.21929681,0.50102335,-0.38271278,0.8183044,-0.13239437,-0.65846205,-0.24315947,0.8969596,0.5375975,0.29603863,-0.046011806,0.8187357,-0.31439507,0.71982354,0.13525788,0.5257889,0.9342793,-0.28763074,-0.5153885,0.6438599,-0.38457918
COL9A3,1.0766623,-0.4173239,0.9837308,0.6276215,0.72604823,1.7201577,0.9322494,0.12533538,-0.28928,0.4506188,0.22117692,0.67735946,-0.1380117,0.2061358,0.6654926,0.6329817,-0.086832225,-0.3784325,0.6095789,0.6921462,-0.37849134,0.57012284,-0.32444686,0.3846134,-0.422579,-0.19531476,-0.34594858,0.39905897,0.25060844,0.8192957,0.19653301,0.3050949,0.2875474,0.3364031,1.3026221,0.2870085,-0.2866786,-0.016657948,-0.27849478,0.0018960461,1.212396,0.4008761,0.11857168,-0.24240184,0.5667956,-0.4227634,0.77607507,-0.19652385,-0.6864648,-0.2685156,0.93362653,0.5920086,0.40679458,-0.026278317,0.8828245,-0.38829207,0.6598002,0.14201903,0.56767124,0.9545099,-0.30566788,-0.5724664,0.7720338,-0.46822405
COLEC12,1.0541553,-0.34845108,0.9722909,0.63104796,0.67000115,1.6655142,0.9355905,0.1210158,-0.28427804,0.5115519,0.23583782,0.63209295,-0.11742705,0.2878216,0.6326397,0.6349877,-0.011390507,-0.35850865,0.59525865,0.561141,-0.30801278,0.52963704,-0.25263536,0.3520793,-0.3956042,-0.14579147,-0.28703707,0.35056865,0.2804074,0.78697354,0.03519872,0.2422077,0.32511202,0.37678552,1.265239,0.2489981,-0.26595885,-0.053261638,-0.27276337,0.012085944,1.0925671,0.3628203,0.14262588,-0.22114474,0.472023,-0.41848773,0.9009246,-0.10149062,-0.6768773,-0.23311085,0.89899474,0.4861265,0.30460435,-0.026344001,0.83979064,-0.3611617,0.667136,0.13103163,0.48489532,0.95579314,-0.26390636,-0.5896336,0.67767596,-0.4676569
COLQ,1.3302486,-0.15924144,1.7485795,0.3157314,0.49408597,1.5026218,1.2005521,0.8795772,-0.46441865,1.3753797,0.8041474,1.2640524,-0.053380966,1.1243123,-0.07868409,0.59043205,-0.16496152,-0.57904375,0.95555806,-0.0725894,-0.53314036,1.1994894,0.5341062,-0.30460703,-0.30799478,-0.185696,-0.5953633,-0.22101039,0.9473272,0.4952776,-0.2965318,-0.3630699,0.33385855,0.8203943,1.3363068,0.9226403,-0.15595877,-0.49904794,-0.5412905,0.70445204,0.25434652,1.0037524,0.034166023,-0.55211467,-0.31681508,-0.15923184,1.5846828,0.32078227,-0.58984995,0.46086043,0.4510746,-0.015066028,-0.29709154,-0.06916851,0.54370064,-0.5857292,0.33337563,-0.47629517,-0.35897475,1.1137975,-0.4898414,-0.73621494,0.29419646,-0.6006134
COMP,0.9311936,-0.3191253,0.8624555,0.6512098,0.75934833,1.6192816,0.76130044,0.07395553,-0.20564324,0.31964824,0.1342369,0.5491862,-0.07658064,0.1370701,0.6075309,0.49569988,-0.10184032,-0.26507008,0.40828016,0.60985345,-0.30927986,0.47269526,-0.31723863,0.40790793,-0.311359,-0.27367753,-0.26489025,0.3879267,0.2801938,0.7293616,0.1526161,0.3614782,0.17886716,0.26563844,1.1651,0.20060408,-0.26179534,-0.02979076,-0.19678771,0.027154922,1.2104807,0.27296063,0.22350164,-0.16618598,0.54989547,-0.36323172,0.7180671,-0.087971866,-0.6524562,-0.241539,0.8936877,0.4573775,0.32752505,-0.12171513,0.7346356,-0.2992925,0.6455494,0.16869605,0.5429988,0.8667677,-0.24258506,-0.5078086,0.76429737,-0.40072918
CPAMD8,1.2428703,-0.28480357,1.1669974,0.5491599,0.752787,1.777558,0.8884701,0.23720583,-0.37224364,0.6427545,0.20072731,0.8452422,-0.066233635,0.49088103,0.5152483,0.47549486,-0.110241115,-0.3935585,0.55669725,0.52861476,-0.3988608,0.72034174,-0.27649444,0.2772173,-0.39204913,-0.33651638,-0.44394392,0.20738527,0.47256917,0.63548696,0.057579815,0.21846077,0.26387203,0.39501274,1.3521802,0.35006595,-0.3534168,-0.15580213,-0.25795025,0.12746872,1.0501126,0.3858383,0.3198634,-0.27946687,0.3829058,-0.42889506,1.0939333,0.12770502,-0.6042996,-0.1910879,0.83494276,0.2894814,0.087465495,-0.24914491,0.7914187,-0.44495517,0.6489476,-0.021872222,0.35714954,0.9976202,-0.39848942,-0.67055476,0.83797747,-0.5389331
CPN2,1.0230665,-0.08181816,1.3787634,0.403198,0.6852731,1.4174505,0.82525146,0.5838049,-0.30876094,0.8808097,0.44394854,0.8974385,0.074389905,0.728343,0.042337462,0.36365646,-0.19335371,-0.3964889,0.54206896,-0.0087913275,-0.42628795,0.88555145,0.2521911,-0.07839674,-0.1528914,-0.3583997,-0.4629469,-0.08086902,0.7759453,0.4073693,-0.16723013,-0.105290115,0.117350265,0.53484,1.0665497,0.60980487,-0.1636051,-0.4234534,-0.35691744,0.554602,0.5648192,0.58624506,0.22500537,-0.39246202,-0.09920788,-0.107174814,1.2193526,0.3865887,-0.5507966,0.283663,0.5090452,-0.08962983,-0.21968699,-0.23009592,0.33156356,-0.43838364,0.39257166,-0.31014514,-0.18138027,0.90445983,-0.36772186,-0.61631453,0.49522373,-0.4830488
CRELD1,0.9848584,-0.32949424,0.8873279,0.5559575,0.62112933,1.547088,0.83572507,0.109656334,-0.289909,0.46743137,0.2020548,0.60279137,-0.07564962,0.25022215,0.5765324,0.53612006,-0.0690161,-0.32475317,0.46626148,0.52970827,-0.31627953,0.56286484,-0.25915635,0.32474443,-0.36975342,-0.18015605,-0.28378803,0.2984364,0.33870742,0.70932573,0.08427362,0.26564607,0.28285787,0.3294514,1.1660674,0.23686227,-0.23556757,-0.07161671,-0.23266542,0.05458927,1.0181304,0.3288219,0.19910637,-0.19490492,0.42690104,-0.4047259,0.8230181,-0.035698056,-0.6367298,-0.20957553,0.8208141,0.42177445,0.23541108,-0.094510496,0.76835567,-0.3660159,0.60070467,0.10119159,0.4319318,0.86223054,-0.25496942,-0.59043837,0.69362223,-0.4842068
CRELD2,1.1866182,-0.37911445,1.1273762,0.5119619,0.6513174,1.6821799,0.98935556,0.23657553,-0.38575667,0.67731464,0.2743525,0.8189442,-0.08625823,0.4356786,0.552848,0.61403394,-0.091852546,-0.44652212,0.68612576,0.5332711,-0.4160189,0.7471739,-0.23403549,0.2509396,-0.4558736,-0.18892127,-0.4213662,0.2356097,0.40643275,0.72882444,0.10259801,0.17658743,0.35987124,0.42095673,1.3118753,0.3793361,-0.26186973,-0.15624863,-0.30878407,0.12899001,0.9776549,0.4699552,0.16890419,-0.29883033,0.37090287,-0.43649006,0.9776664,-0.041600943,-0.645017,-0.17208928,0.8225295,0.42000735,0.21372199,-0.10075253,0.85784847,-0.46551073,0.5836057,-0.012168646,0.34640184,0.9765989,-0.3582276,-0.6690755,0.73169667,-0.5633811
CRISPLD1,0.9665419,-0.1986795,0.8179097,0.74561787,0.77044404,1.6799768,0.7205051,0.018852115,-0.16235185,0.2923904,0.09566581,0.49650693,-0.107397854,0.18726143,0.6696005,0.4713074,-0.02018243,-0.186925,0.3424312,0.6225835,-0.21939266,0.35291472,-0.35524803,0.45615205,-0.26467973,-0.30136824,-0.20657897,0.40987715,0.25377974,0.71807384,0.0067443997,0.37084588,0.1662247,0.26352304,1.2148594,0.10632995,-0.3069045,0.018368527,-0.15323597,-0.06145698,1.2495522,0.18914284,0.30309153,-0.111454785,0.59142613,-0.39678723,0.8136927,0.005416177,-0.63417697,-0.28722197,0.95565987,0.42800486,0.27812228,-0.17260987,0.7635745,-0.24210697,0.7469075,0.23126908,0.5992615,0.8991221,-0.24006754,-0.50043696,0.747279,-0.36103743
CRISPLD2,1.0795263,-0.36508715,1.0445282,0.53838533,0.6931398,1.6583847,0.9207434,0.17628133,-0.33750975,0.56596315,0.21092147,0.7198928,-0.037678897,0.32202816,0.561785,0.58008105,-0.104854345,-0.39836007,0.59459805,0.53119093,-0.38973767,0.69714874,-0.25521237,0.3066826,-0.42513144,-0.21572751,-0.36889017,0.28431147,0.38809502,0.7283633,0.14522874,0.25617707,0.31158808,0.3687326,1.2252444,0.31557506,-0.23578626,-0.14771968,-0.2580744,0.13025063,1.0401254,0.39076045,0.19494009,-0.24976307,0.41407555,-0.4159184,0.8917334,-0.029750347,-0.6539779,-0.17681313,0.83760804,0.40074793,0.23940726,-0.115628004,0.7874829,-0.4198581,0.56858546,0.044040587,0.3830931,0.93346477,-0.30484492,-0.634231,0.7598369,-0.5362528
CRLF1,1.1954801,0.07448521,1.7082126,0.22765194,0.55689466,1.2685697,0.9031808,1.0033644,-0.38906068,1.2129463,0.8015176,1.2543037,0.0058836415,1.130757,-0.29640204,0.23734176,-0.29854923,-0.45154703,0.58782506,-0.19214892,-0.5134696,1.1970572,0.6734762,-0.36655903,0.030380636,-0.3608337,-0.5757718,-0.35353398,1.1520886,0.25697565,-0.31176847,-0.3634352,0.12741826,0.74030864,1.153997,0.995095,-0.15191406,-0.52225983,-0.5040625,0.8729934,0.23261389,1.0155246,0.1608143,-0.5368538,-0.41254896,0.114182115,1.497082,0.5210595,-0.46570736,0.65056115,0.2160635,-0.21211457,-0.47232813,-0.2368195,0.24360779,-0.52484167,0.33316863,-0.5297303,-0.47618353,0.97520566,-0.49197805,-0.65867233,0.25616008,-0.51178336
CRLF3,1.2723231,-0.37987882,1.2193934,0.49828547,0.57545197,1.6909733,1.089339,0.3149238,-0.4312408,0.81911343,0.4111323,0.9169733,-0.14251894,0.5681671,0.53637195,0.67743886,-0.04918742,-0.4938358,0.7755201,0.5212566,-0.43331856,0.8022049,-0.17430907,0.15798923,-0.47326255,-0.102125466,-0.45523334,0.1759387,0.445426,0.76885635,0.0051879585,0.060455836,0.44375622,0.5328977,1.3980916,0.45077932,-0.27595496,-0.1802113,-0.37930578,0.13108236,0.8859754,0.5907573,0.10915441,-0.36112761,0.2827493,-0.4559703,1.1120349,-0.062428296,-0.65202826,-0.14092773,0.80215925,0.46715558,0.16628256,-0.028462172,0.935725,-0.50518906,0.609908,-0.08099282,0.27989316,1.0574417,-0.40183777,-0.70084345,0.6170467,-0.5886984
CSPG4,0.82769126,-0.29240876,0.7521261,0.6202582,0.65992486,1.4725223,0.6970045,0.084240116,-0.17396879,0.25286046,0.19190596,0.5043757,-0.10335833,0.0682521,0.5533722,0.4463175,-0.11833006,-0.1944915,0.28847438,0.63333106,-0.27595425,0.44599596,-0.28452122,0.36541522,-0.24163318,-0.22027731,-0.19330454,0.35138673,0.30215466,0.7100809,0.14130291,0.3490724,0.18859327,0.24489538,1.0694009,0.20666122,-0.21681547,0.032919724,-0.198232,0.036273785,1.1657319,0.3253012,0.19943514,-0.15331429,0.5026721,-0.3285529,0.62355405,-0.124504924,-0.6395911,-0.19925094,0.8206425,0.49895692,0.2928257,-0.07823002,0.7074617,-0.25295484,0.60899764,0.17615321,0.5114271,0.7959347,-0.20317662,-0.4507395,0.66486657,-0.36494714
CST12,1.3015625,0.09243181,1.7991838,0.115831345,0.52728313,1.1733266,0.97861624,1.0914178,-0.42260802,1.4069763,0.84107006,1.3430531,0.013603002,1.3336165,-0.37096286,0.24616683,-0.2736758,-0.49333292,0.7632848,-0.35044563,-0.4877997,1.2462955,0.8973843,-0.40760225,-0.01096338,-0.31512314,-0.58615637,-0.4099499,1.1991639,0.15123728,-0.36502624,-0.44669056,0.16269489,0.78233737,1.1954498,1.0891423,-0.15858299,-0.5272551,-0.51712835,0.941631,0.002635181,1.0918188,0.114164144,-0.5443934,-0.49356318,0.1722373,1.612463,0.6191815,-0.41220444,0.7341505,0.07559371,-0.31695908,-0.52773684,-0.22351384,0.20976952,-0.5432566,0.2773064,-0.56331,-0.5425978,0.94429284,-0.49560666,-0.6939342,0.202086,-0.5167032
CST3,1.0239861,-0.2217164,0.9777523,0.6376468,0.6635411,1.5696925,0.8067163,0.21543178,-0.23257786,0.46822304,0.30591625,0.66109204,-0.16959548,0.36588696,0.52106017,0.4891731,-0.040311217,-0.264965,0.4274706,0.5413501,-0.28231287,0.47586754,-0.20003313,0.2600888,-0.23349667,-0.2174719,-0.28643245,0.24321136,0.3547064,0.6992434,-0.07174754,0.16064325,0.24027833,0.38422608,1.2497184,0.29755458,-0.294317,-0.04549271,-0.28590924,0.029177912,1.0642837,0.4271674,0.17498085,-0.2457965,0.38418198,-0.34404993,0.9083096,-0.0482046,-0.62665546,-0.17090297,0.80416167,0.44649732,0.16178364,-0.07683444,0.76159436,-0.31335902,0.7218088,0.0600385,0.3984931,0.93679017,-0.3082652,-0.5229459,0.56032807,-0.38162732
CST6,1.2126164,-0.3575288,1.1202322,0.61508745,0.69168687,1.782781,0.99499625,0.19463533,-0.32213193,0.63107944,0.22573735,0.76559234,-0.15922171,0.43225148,0.6179956,0.67160964,-0.009199619,-0.42684066,0.76537657,0.5627064,-0.36482894,0.574235,-0.26517415,0.31761202,-0.4507473,-0.21446949,-0.4096322,0.34658414,0.2519586,0.74471694,0.016835779,0.15474163,0.2842437,0.37342125,1.3965343,0.33736038,-0.33632493,-0.058429003,-0.32229882,0.0048958957,1.0516459,0.4131986,0.1244169,-0.28275937,0.48606542,-0.4377308,0.99973816,-0.09320122,-0.659236,-0.2666896,0.93331176,0.45503196,0.3207631,-0.06354785,0.8883418,-0.4239475,0.68411624,0.05411306,0.49496716,0.98637843,-0.35909587,-0.63046414,0.7662736,-0.47323728
CSTA,0.536451,-0.08803862,0.48766413,0.7081855,0.8151105,1.4509215,0.43476072,-0.16792065,0.055913173,-0.019776583,-0.1474405,0.14002585,0.10958083,-0.16236544,0.5985676,0.28297073,-0.100768745,0.057853095,-0.005490899,0.4451332,-0.10211134,0.25748533,-0.36417967,0.54514736,-0.11309767,-0.3789382,0.010915436,0.48456514,0.26176783,0.61272776,0.10804869,0.55448437,-0.036691427,0.023965389,0.8236288,-0.056331456,-0.15555978,-0.04273671,0.077427626,0.038055867,1.2520499,-0.10619199,0.46383205,0.12693512,0.63092566,-0.28563118,0.5061495,0.15309799,-0.5991335,-0.25492042,0.9118058,0.21240264,0.29217362,-0.28617227,0.42877278,-0.051652372,0.58909357,0.29992107,0.60652566,0.6116804,0.02821187,-0.36230963,0.851371,-0.24909657
CSTB,1.1356496,-0.046148658,1.1016014,0.51460534,0.48271894,1.4652269,0.7547298,0.39698124,-0.32397777,0.6766677,0.38568193,0.82453585,-0.17117482,0.6925447,0.22989899,0.31554535,-0.10402626,-0.31456524,0.34364265,0.31872743,-0.35904002,0.6460341,-0.066958666,-0.023176312,-0.14419788,-0.31100667,-0.44050914,-0.043693542,0.62646115,0.49439538,-0.26729327,-0.061991513,0.16976294,0.47303146,1.2700727,0.44415182,-0.31770146,-0.2529438,-0.3669005,0.2412486,0.68955517,0.49070507,0.32672092,-0.3374315,0.060055435,-0.30069184,1.1989675,0.2314892,-0.4673807,-0.015152454,0.6329363,0.13265866,-0.17696983,-0.26176214,0.7001942,-0.41593075,0.6358508,-0.24140334,0.06779221,0.91806865,-0.4170987,-0.6287399,0.48723432,-0.451034
CTGF,0.93118954,-0.31913233,0.86243606,0.6512789,0.75947315,1.6194025,0.761291,0.07386779,-0.2056191,0.31957814,0.13411967,0.54913175,-0.076500714,0.13698202,0.6076183,0.49570173,-0.101875246,-0.26506066,0.40826088,0.6098753,-0.30928916,0.47272158,-0.31731486,0.4080244,-0.31138766,-0.27374524,-0.26487273,0.38802516,0.28020188,0.72942024,0.15269676,0.3616184,0.17882264,0.26559046,1.1651193,0.2005359,-0.2617734,-0.029843628,-0.19672775,0.027176172,1.2106253,0.27285364,0.22360164,-0.16612321,0.5500147,-0.36325556,0.71803004,-0.08793855,-0.6524759,-0.24158102,0.8937962,0.4573439,0.32760447,-0.121799946,0.73465496,-0.2992823,0.6455683,0.16875732,0.5430865,0.866784,-0.24254298,-0.50782645,0.76444817,-0.40076333
CTHRC1,0.93717176,-0.34643722,0.82650954,0.7013302,0.7112781,1.6343474,0.81402975,0.061471783,-0.18942147,0.28597796,0.21595076,0.532932,-0.17367828,0.102323964,0.6851478,0.56394476,-0.037404656,-0.24381304,0.41402647,0.7259924,-0.2716331,0.38230273,-0.32962108,0.4283253,-0.30458498,-0.17575192,-0.21088308,0.42418388,0.19744082,0.82096314,0.119879305,0.34023118,0.25675133,0.29820016,1.2236052,0.18569313,-0.28729373,0.09857406,-0.22930318,-0.08544248,1.2809161,0.33749533,0.12615949,-0.17526132,0.60069275,-0.3902601,0.6937132,-0.21230096,-0.6855558,-0.28521746,0.9353343,0.64112556,0.3951466,0.012791714,0.83269614,-0.27208704,0.72623086,0.23761545,0.6335239,0.9126018,-0.23935151,-0.46941507,0.67787933,-0.35775572
CTSA,1.0800774,-0.37747204,1.0011066,0.57787347,0.7006905,1.6612381,0.8970118,0.16680963,-0.2982275,0.4867167,0.2151222,0.70360845,-0.115582585,0.2740838,0.58797467,0.5757369,-0.099441886,-0.36563557,0.5834488,0.6193563,-0.3699596,0.6033368,-0.2793429,0.33872604,-0.3997388,-0.22005123,-0.35216415,0.3288273,0.30856514,0.7408982,0.15533622,0.26417267,0.27905527,0.32716548,1.2639024,0.3144168,-0.27480155,-0.0473547,-0.2703495,0.05735209,1.1226492,0.41200212,0.15364122,-0.24345016,0.48598891,-0.40118504,0.8111574,-0.1246165,-0.65663314,-0.22121227,0.86229086,0.49276537,0.31130183,-0.08164734,0.8283602,-0.38777512,0.62663615,0.09326602,0.4746469,0.9182899,-0.31073445,-0.5847628,0.7543746,-0.47648185
CTSB,0.92680365,-0.18241155,0.8949887,0.53048253,0.61889005,1.451175,0.6569736,0.19002295,-0.2462011,0.43907678,0.16121435,0.62237346,-0.036154628,0.30958527,0.37789804,0.35883704,-0.15922129,-0.24753535,0.30380765,0.3916244,-0.32432348,0.58087796,-0.20023555,0.19174801,-0.21673983,-0.3346482,-0.33175212,0.17455977,0.4732721,0.5231152,-0.012301028,0.2021192,0.092648774,0.25023258,1.0745409,0.3070306,-0.22175664,-0.16021085,-0.23380572,0.19406389,0.9127374,0.30076164,0.34078112,-0.20261204,0.29387853,-0.3004958,0.84978616,0.16594164,-0.543006,-0.100366294,0.7136319,0.1759852,0.058945864,-0.25935286,0.5973258,-0.33667594,0.54585123,-0.04071021,0.27824685,0.7477999,-0.2800448,-0.5568985,0.6944924,-0.42273337
CTSC,1.2353369,-0.33656508,1.1627873,0.48931324,0.6104239,1.6375737,0.9413859,0.34235823,-0.37411422,0.6660355,0.37242693,0.8843086,-0.17231554,0.53598505,0.4443717,0.50523496,-0.10111505,-0.40179098,0.57771313,0.54179716,-0.40657377,0.6984331,-0.18009263,0.17489672,-0.36296445,-0.23444414,-0.44210094,0.13624963,0.44291562,0.6425022,0.009943679,0.08601608,0.32957965,0.44285774,1.3479124,0.45598435,-0.3378958,-0.11175722,-0.3489219,0.12133017,0.9500344,0.558469,0.14843793,-0.33626777,0.2921229,-0.3857969,1.0351634,-0.026973248,-0.6088983,-0.15658689,0.73927575,0.42664427,0.09806669,-0.1157586,0.81733716,-0.45769638,0.6632428,-0.07992339,0.28720403,0.96659684,-0.4143151,-0.6408935,0.66342306,-0.50423276
